Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Area,Combined_Price,Duration,International,Express Shipment,Installation Included,Fragile,Material,Transport,Month,Year,Week,Customer Information,Customer Location,Cost
0.41,39.0,10.0,26410.0,17.2,77.14,390.0,94.34,-3,No,No,No,No,Brass,Roadways,10,2018,1,Working Class,ND,6.69977123942575
0.38,12.0,6.0,1921.0,4.54,24.3,72.0,28.84,2,No,No,Yes,No,Brass,Roadways,10,2017,1,Working Class,IA,5.618986822951485
0.59,30.0,6.0,12404.0,30.38,27.58,180.0,57.959999999999994,0,No,No,No,No,Brass,Roadways,5,2018,1,Working Class,PA,6.425225524370994
0.47,5.0,9.683944374209862,45.0,4.41,19.45,48.419721871049305,23.86,4,Yes,Yes,No,Yes,Clay,Airways,7,2017,0,Wealthy,MD,5.501951847474021
0.06,10.0,9.683944374209862,9102.0,9.89,96.42,96.83944374209861,106.31,-3,No,Yes,Yes,No,Marble,Roadways,3,2017,6,Working Class,KS,6.095734468283779
0.57,32.0,15.0,8542.0,28.16,88.68,480.0,116.84,0,Yes,No,No,Yes,Clay,Waterways,12,2015,2,Wealthy,AE,7.381296393940858
0.6,13.0,7.0,91.0,6.67,19.7,91.0,26.369999999999997,-3,No,Yes,No,No,Wood,Airways,8,2015,2,Working Class,HI,5.631426812464061
0.5,8.0,4.0,515.0,5.66,19.8,32.0,25.46,0,No,No,No,No,Bronze,Roadways,12,2015,5,Working Class,AP,5.404207741805469
0.93,27.0,11.0,474.0,3.53,17.83,297.0,21.36,1,Yes,No,Yes,No,Wood,Waterways,9,2015,0,Working Class,MA,6.6857610669244485
0.59,16.0,8.0,4679.0,10.08,19.77,128.0,29.85,1,Yes,No,No,No,Brass,Airways,8,2018,2,Working Class,MS,5.945184978753801
0.63,8.0,4.0,5228.0,8.7,68.79,32.0,77.49000000000001,-1,No,No,No,No,Brass,Roadways,3,2016,1,Wealthy,MT,6.814037830108231
0.4635559410234171,5.0,3.0,17.0,4.02,11.33,15.0,15.35,1,Yes,No,No,No,Wood,Waterways,7,2017,0,Working Class,NC,4.652816839455444
0.38,7.0,4.0,170.0,5.26,11.27,28.0,16.53,-2,No,No,No,No,Brass,Waterways,6,2016,1,Working Class,MO,4.991724269204496
0.56,3.0,2.0,16.0,6.04,23.14,6.0,29.18,4,No,Yes,Yes,Yes,Clay,Roadways,10,2017,5,Wealthy,NH,5.641552398120067
0.05,26.0,10.0,12838.0,37.52,86.35,260.0,123.87,-1,Yes,No,Yes,No,Bronze,Waterways,9,2016,2,Wealthy,AL,6.233056868490652
0.02,3.0,2.0,18.0,4.52,21.71,6.0,26.23,-2,Yes,Yes,No,No,Brass,Airways,8,2018,4,Working Class,LA,5.129543622299351
0.16,6.0,4.0,2118.0,6.79,11.49,24.0,18.28,0,Yes,No,No,No,Marble,Waterways,9,2015,3,Working Class,FL,5.232551425772417
0.42,32.0,8.0,13314.0,34.48,31.64,256.0,66.12,3,No,Yes,No,No,Brass,Airways,8,2016,1,Wealthy,MT,6.530819316987946
0.19,9.0,5.0,1172.0,5.07,13.57,45.0,18.64,-3,Yes,Yes,Yes,No,Brass,Airways,7,2018,4,Wealthy,AE,5.318806032975353
0.4635559410234171,21.86857142857143,15.0,1859.0,6.59,18.44,328.0285714285714,25.03,4,Yes,Yes,Yes,No,Aluminium,Airways,7,2016,2,Wealthy,WY,5.887658378382393
0.83,14.0,7.0,1154.0,5.5,12.45,98.0,17.95,0,Yes,Yes,No,Yes,Clay,Airways,7,2019,6,Wealthy,CT,6.299610792692117
0.3,35.0,10.0,4175.0,17.67,13.81,350.0,31.480000000000004,4,No,Yes,Yes,Yes,Clay,Airways,8,2018,1,Working Class,AA,6.034452194907419
0.02,28.0,14.0,1164.0,5.88,10.23,392.0,16.11,-4,No,Yes,No,No,Aluminium,Roadways,8,2017,3,Wealthy,MI,4.685735833827659
0.4635559410234171,15.0,7.0,390.0,4.79,20.53,105.0,25.32,-2,No,Yes,No,No,Aluminium,Roadways,12,2016,3,Working Class,RI,5.863290208384473
0.38,44.0,11.0,645.0,4.82,10.86,484.0,15.68,-4,No,No,No,No,Wood,Waterways,2,2019,3,Working Class,AP,4.890875305555651
0.86,28.0,8.0,538.0,3.51,20.81,224.0,24.32,3,No,Yes,No,No,Aluminium,Airways,8,2019,3,Working Class,NJ,6.605879619117374
0.47,19.0,8.0,269.0,4.95,24.8,152.0,29.75,-4,No,No,No,No,Wood,Waterways,12,2016,5,Working Class,ID,5.442807245032984
0.39,4.0,3.0,46.0,4.0,12.62,12.0,16.619999999999997,0,No,No,No,Yes,Brass,Roadways,3,2018,1,Working Class,RI,4.883937641050299
0.59,25.0,10.0,24399.0,49.67,56.65,250.0,106.32,-4,No,Yes,No,No,Brass,Roadways,6,2018,0,Wealthy,AR,7.140421346877761
0.64,16.0,6.0,22767.0,47.3,50.89,96.0,98.19,0,No,No,No,No,Stone,Roadways,7,2016,0,Working Class,SD,6.859027112890785
0.08,14.0,6.0,10270.0,28.17,96.74,84.0,124.91,0,No,Yes,No,No,Marble,Airways,12,2017,4,Wealthy,AP,6.293178954222219
0.32,7.0,5.0,30.0,3.91,20.69,35.0,24.6,-2,No,No,No,No,Wood,Waterways,1,2016,0,Wealthy,ME,5.062911438661627
0.4635559410234171,7.0,4.0,5065.0,20.5,28.59,28.0,49.09,-1,No,Yes,Yes,No,Stone,Airways,4,2017,4,Working Class,AZ,6.0416822632686
0.14,24.0,9.0,714.0,4.32,16.04,216.0,20.36,-2,Yes,Yes,Yes,No,Aluminium,Airways,2,2019,3,Working Class,CT,5.12764766249453
0.37,27.0,12.0,3623.0,10.51,10.68,324.0,21.189999999999998,-4,No,No,Yes,Yes,Clay,Roadways,10,2015,6,Working Class,MN,5.39576163120889
0.65,27.0,15.0,17635.0,51.64,52.61,405.0,104.25,1,No,Yes,Yes,No,Bronze,Roadways,9,2016,2,Wealthy,CA,7.6132904110419215
0.4635559410234171,24.0,9.0,318.0,4.42,12.01,216.0,16.43,2,No,No,No,No,Wood,Waterways,9,2018,6,Working Class,AK,4.6198617347310815
0.4635559410234171,21.0,14.0,3814.0,6.71,14.9,294.0,21.61,-2,No,No,Yes,Yes,Clay,Waterways,7,2018,1,Working Class,MN,4.994641404341906
0.57,13.0,8.0,33792.0,41.64,67.7,104.0,109.34,-3,No,No,No,No,Marble,Roadways,12,2017,0,Working Class,PA,6.769664938701392
0.39,24.0,8.0,2151.0,8.13,19.71,192.0,27.840000000000003,-4,No,Yes,Yes,Yes,Clay,Airways,3,2019,5,Wealthy,AR,5.995979340075115
0.05,13.0,7.0,107.0,3.58,24.2,91.0,27.78,-2,No,No,No,No,Wood,Waterways,9,2017,0,Working Class,AL,4.839530592507466
0.82,19.0,16.0,3726.0,13.59,15.07,304.0,28.66,0,Yes,No,No,Yes,Clay,Waterways,11,2016,4,Working Class,PA,6.148275969731844
0.75,26.0,10.0,3733.0,16.48,21.18,260.0,37.66,3,No,No,No,Yes,Clay,Roadways,11,2017,3,Working Class,OK,6.347161512982026
0.61,27.0,15.0,2038.0,6.86,15.04,405.0,21.9,2,No,No,Yes,No,Aluminium,Roadways,1,2018,3,Working Class,GA,6.0982540412895
0.32,12.0,7.0,342.0,3.97,12.14,84.0,16.11,1,No,No,Yes,No,Aluminium,Airways,9,2016,2,Working Class,WV,5.066700518029204
0.96,14.0,6.0,993.0,10.89,23.44,84.0,34.33,0,Yes,Yes,Yes,No,Bronze,Airways,5,2019,0,Working Class,NY,6.587191823960344
0.4,17.0,6.0,132.0,6.39,12.63,102.0,19.02,0,No,No,No,No,Aluminium,Waterways,9,2018,3,Working Class,MS,5.115115422326775
0.77,23.0,8.0,9369.0,37.66,33.25,184.0,70.91,-1,No,Yes,No,No,Brass,Roadways,12,2018,3,Wealthy,IL,6.969978622162269
0.84,4.0,3.0,10.0,4.66,15.71,12.0,20.37,0,No,No,Yes,No,Wood,Roadways,4,2016,5,Working Class,NH,5.323448907185641
0.09,40.0,12.0,2806.0,5.61,21.92,480.0,27.53,2,Yes,No,No,No,Aluminium,Waterways,3,2015,0,Working Class,NM,5.105763639187833
0.33,27.0,6.0,3937.0,5.7,21.17,162.0,26.87,3,No,Yes,No,No,Bronze,Roadways,6,2019,2,Wealthy,AE,5.718112638964356
0.83,17.0,9.0,411.0,4.48,16.05,153.0,20.53,1,No,No,Yes,No,Aluminium,Roadways,3,2017,1,Working Class,SD,6.09805181000363
0.56,5.0,9.683944374209862,3184.0,4.35,24.09,48.419721871049305,28.439999999999998,-3,No,Yes,No,No,Stone,Roadways,2,2015,3,Wealthy,NY,5.814339465220845
0.34,29.0,18.0,3955.0,19.03,13.0,522.0,32.03,1,No,No,Yes,No,Aluminium,Roadways,2,2018,6,Working Class,DE,5.529508449441547
0.47,11.0,6.0,22371.0,11.83,67.02,66.0,78.85,4,No,Yes,Yes,No,Stone,Roadways,11,2017,4,Working Class,AL,6.6925798973171045
0.4635559410234171,7.0,4.0,102.0,5.74,12.53,28.0,18.27,-3,No,No,Yes,No,Aluminium,Airways,1,2018,0,Working Class,CT,4.862367277427153
0.16,20.0,9.0,6621.0,5.67,30.27,180.0,35.94,-3,No,No,No,No,Brass,Roadways,3,2015,4,Working Class,MS,5.407933812871359
0.27,37.0,16.0,7365.0,28.53,29.16,592.0,57.69,-4,Yes,No,Yes,Yes,Clay,Waterways,1,2015,2,Working Class,MA,5.82165439525109
0.73,7.0,4.0,67.0,3.75,10.27,28.0,14.02,0,No,Yes,Yes,No,Aluminium,Airways,6,2016,3,Wealthy,MO,5.279389356662517
0.41,3.0,2.0,144.0,4.84,14.67,6.0,19.509999999999998,-2,No,No,No,No,Stone,Airways,6,2017,3,Working Class,DE,5.242487481587366
0.8,4.0,9.683944374209862,93.0,6.33,10.67,38.73577749683945,17.0,-3,Yes,No,No,No,Brass,Waterways,8,2015,4,Working Class,CA,5.635824781472974
0.65,10.0,4.0,1000.0,8.02,12.69,40.0,20.71,1,No,No,No,No,Brass,Airways,5,2018,3,Working Class,CT,6.111289940176331
0.48,5.0,3.0,61.0,6.17,18.72,15.0,24.89,0,No,No,No,No,Bronze,Roadways,9,2016,5,Working Class,ND,5.3423820977101375
0.4635559410234171,28.0,9.0,1850.0,10.33,19.85,252.0,30.18,-4,Yes,No,No,No,Aluminium,Waterways,11,2018,0,Working Class,NJ,5.437252880568814
0.39,48.0,14.0,594.0,3.88,12.94,672.0,16.82,-4,No,No,Yes,No,Wood,Roadways,7,2016,0,Working Class,CO,5.242381734217734
0.37,24.0,10.0,326.0,3.45,17.87,240.0,21.32,-4,Yes,Yes,Yes,No,Wood,Airways,8,2016,4,Working Class,MA,5.428072889540573
0.53,16.0,7.0,203.0,4.37,18.47,112.0,22.84,2,No,Yes,No,No,Wood,Airways,9,2015,4,Wealthy,NJ,5.593037116351469
0.47,32.0,9.0,458.0,5.34,16.62,288.0,21.96,-3,No,No,No,No,Wood,Roadways,3,2018,5,Working Class,AP,5.4047023572520505
0.07,14.0,8.0,4760.0,9.48,20.86,112.0,30.34,-2,No,Yes,Yes,No,Brass,Roadways,11,2015,6,Wealthy,WA,5.446952865687185
0.44,35.0,16.0,5016.0,30.99,86.67,560.0,117.66,4,Yes,Yes,No,Yes,Clay,Airways,9,2017,3,Wealthy,AP,7.3075376039548035
0.4635559410234171,10.0,5.0,935.0,5.4,19.96,50.0,25.36,3,No,No,No,No,Brass,Roadways,2,2016,6,Working Class,NY,5.67304831528634
0.1,7.0,5.0,2666.0,5.12,14.13,35.0,19.25,0,Yes,Yes,No,No,Brass,Roadways,6,2019,4,Wealthy,MO,5.425962720383707
0.08,19.0,8.0,6041.0,8.63,75.3,152.0,83.92999999999999,2,No,No,No,No,Brass,Roadways,6,2016,4,Working Class,OK,6.0309736802026945
0.37,12.0,6.0,414.0,4.92,21.24,72.0,26.159999999999997,4,Yes,No,No,Yes,Clay,Airways,1,2018,0,Working Class,NJ,5.5822925770684915
0.08,49.0,9.683944374209862,2603.0,3.17,18.13,474.51327433628325,21.299999999999997,-1,No,Yes,Yes,No,Wood,Airways,12,2017,0,Wealthy,MO,5.324374900867326
0.85,21.86857142857143,4.0,115.0,3.48,13.92,87.47428571428571,17.4,0,Yes,Yes,No,No,Aluminium,Roadways,1,2015,0,Wealthy,AA,5.636074491632124
0.01,3.0,3.0,82.0,5.93,17.51,9.0,23.44,-4,Yes,Yes,No,No,Bronze,Roadways,5,2018,2,Working Class,OR,4.909119230903745
0.74,17.0,6.0,1023.0,3.69,20.91,102.0,24.6,-3,No,No,No,Yes,Clay,Waterways,12,2017,1,Working Class,DE,5.8399728291064665
0.57,41.0,17.0,3257.0,24.82,20.96,697.0,45.78,0,Yes,No,Yes,No,Aluminium,Airways,7,2019,6,Wealthy,FL,6.502010131666654
0.56,44.0,11.0,691.0,4.36,18.2,484.0,22.56,-2,No,Yes,No,No,Wood,Roadways,6,2017,1,Working Class,CT,5.841513370344478
0.77,36.0,17.0,375.0,3.03,13.96,612.0,16.990000000000002,-2,No,Yes,No,No,Wood,Roadways,5,2018,1,Wealthy,NV,6.191196165411533
0.4635559410234171,16.0,8.0,258.0,3.05,17.92,128.0,20.970000000000002,3,No,No,Yes,No,Wood,Roadways,1,2015,4,Working Class,PA,6.094742896561484
0.21,21.0,11.0,16455.0,31.44,77.94,231.0,109.38,-2,No,Yes,Yes,No,Brass,Airways,7,2015,4,Working Class,SC,6.481240165925665
0.17,12.0,8.0,145.0,6.23,21.87,96.0,28.1,-3,Yes,No,No,No,Brass,Airways,5,2015,1,Working Class,KY,5.091723608778362
0.5,10.0,9.683944374209862,503.0,4.66,24.84,96.83944374209861,29.5,-3,Yes,Yes,Yes,No,Bronze,Airways,7,2017,4,Wealthy,WA,5.829092665621648
0.4635559410234171,17.0,10.0,2469.0,4.12,18.28,170.0,22.400000000000002,-1,Yes,Yes,No,No,Bronze,Roadways,7,2016,2,Working Class,MA,5.222030098375917
0.27,4.0,4.0,171.0,3.22,11.43,16.0,14.65,-4,No,No,No,No,Brass,Roadways,5,2017,2,Working Class,DE,4.789489745444719
0.32,7.0,4.0,253.0,4.37,20.63,28.0,25.0,0,No,No,No,No,Brass,Roadways,9,2016,3,Working Class,IN,5.219761053642261
0.41,6.0,4.0,283.0,3.97,20.35,24.0,24.32,-4,No,Yes,Yes,No,Bronze,Roadways,8,2017,1,Wealthy,NM,5.304945352838257
0.4635559410234171,18.0,9.0,728.0,6.7,18.48,162.0,25.18,0,No,Yes,No,No,Aluminium,Roadways,7,2019,0,Working Class,NV,5.075736157090003
0.4635559410234171,23.0,9.0,5936.0,14.65,70.52,207.0,85.17,0,No,Yes,No,No,Bronze,Airways,3,2019,6,Working Class,WI,7.687231520473711
0.08,4.0,9.683944374209862,39.0,5.47,21.85,38.73577749683945,27.32,-1,No,No,No,Yes,Clay,Roadways,7,2015,2,Working Class,AK,4.942499198329286
0.4635559410234171,30.0,9.0,2710.0,13.03,16.53,270.0,29.560000000000002,-3,No,Yes,No,Yes,Clay,Airways,8,2019,2,Wealthy,MD,5.986954391630096
0.87,7.0,4.0,105.0,4.09,15.01,28.0,19.1,-1,No,No,No,No,Aluminium,Roadways,3,2017,0,Working Class,KY,5.535797653962299
0.28,34.0,6.0,7737.0,16.79,37.29,204.0,54.08,4,Yes,Yes,No,No,Bronze,Airways,1,2017,3,Wealthy,KS,6.188346255233267
0.24,24.0,13.0,636.0,4.77,23.32,312.0,28.09,4,No,No,Yes,No,Wood,Roadways,1,2019,1,Working Class,MS,5.4108868351515325
0.79,17.0,6.0,162.0,3.37,16.76,102.0,20.130000000000003,-2,No,No,No,No,Wood,Waterways,10,2016,6,Working Class,LA,5.68833037009728
0.54,26.0,12.0,14026.0,56.14,93.29,312.0,149.43,3,Yes,No,No,No,Bronze,Waterways,10,2016,1,Working Class,SD,7.357645482638906
0.78,19.0,6.0,250.0,5.49,18.05,114.0,23.54,3,No,No,No,No,Wood,Roadways,1,2018,5,Working Class,AK,6.042419034106791
0.27,8.0,4.0,425.0,4.05,21.97,32.0,26.02,0,No,No,No,No,Brass,Airways,6,2018,4,Wealthy,NH,5.325737962124029
0.63,12.0,8.0,3569.0,10.46,15.95,96.0,26.41,-2,No,Yes,No,No,Brass,Roadways,12,2015,3,Wealthy,MO,5.92149798745481
0.31,21.86857142857143,4.0,237.0,3.52,24.94,87.47428571428571,28.46,-3,No,Yes,No,No,Bronze,Airways,2,2016,1,Working Class,MO,5.199270212946803
0.26,27.0,16.0,357.0,4.24,10.86,432.0,15.1,0,No,No,Yes,No,Wood,Roadways,8,2016,6,Working Class,SC,4.973279507552487
0.09,10.0,4.0,59.0,5.3,15.74,40.0,21.04,0,Yes,Yes,No,No,Wood,Roadways,4,2015,5,Working Class,DE,4.825750454899136
0.91,4.0,3.0,129.0,3.02,18.3,12.0,21.32,-1,No,No,Yes,No,Brass,Roadways,12,2018,0,Working Class,OK,5.55346333398774
0.8,21.0,8.0,1140.0,4.69,13.78,168.0,18.47,1,No,No,Yes,Yes,Clay,Roadways,2,2017,0,Working Class,AA,6.15271141788201
0.31,12.0,6.0,1210.0,5.28,23.73,72.0,29.01,-2,Yes,No,No,No,Brass,Waterways,6,2018,2,Working Class,SD,5.427589702252176
0.62,15.0,7.0,465.0,5.1,10.84,105.0,15.94,1,No,No,Yes,No,Aluminium,Airways,5,2019,5,Working Class,KS,5.508861882285731
0.25,34.0,9.683944374209862,24845.0,31.32,43.71,329.2541087231353,75.03,4,No,No,No,No,Bronze,Roadways,1,2019,0,Working Class,AP,6.231032476836334
0.4635559410234171,12.0,8.0,1509.0,6.92,22.45,96.0,29.369999999999997,3,No,Yes,Yes,No,Bronze,Roadways,10,2016,4,Working Class,CO,6.3613197485810185
0.48,15.0,6.0,3357.0,10.93,10.91,90.0,21.84,2,Yes,Yes,No,No,Brass,Airways,3,2019,5,Working Class,RI,5.721753359977438
0.47,8.0,4.0,47.0,5.8,18.89,32.0,24.69,2,Yes,No,Yes,No,Aluminium,Waterways,3,2019,3,Working Class,OH,5.397710110426072
0.07,17.0,6.0,716.0,6.0,18.08,102.0,24.08,0,No,No,Yes,Yes,Clay,Waterways,12,2017,2,Working Class,MT,5.0534393230878205
0.82,18.0,6.0,4849.0,11.79,16.1,108.0,27.89,0,Yes,No,No,No,Brass,Waterways,3,2019,1,Working Class,LA,5.965762049755609
0.4635559410234171,5.0,5.0,189.0,6.86,24.49,25.0,31.349999999999998,3,No,Yes,No,No,Bronze,Roadways,2,2016,2,Wealthy,MS,5.423759882238551
0.65,31.0,12.0,4475.0,27.1,24.77,372.0,51.870000000000005,-2,No,No,No,Yes,Clay,Roadways,3,2017,1,Working Class,HI,6.3463028053717565
0.69,21.0,6.0,3954.0,14.03,16.43,126.0,30.46,-3,Yes,No,Yes,No,Brass,Waterways,5,2018,3,Working Class,TX,5.888102034112829
0.65,4.0,4.0,78.0,4.63,13.77,16.0,18.4,0,No,Yes,Yes,No,Bronze,Roadways,4,2018,0,Wealthy,TX,5.447297559559355
0.28,22.0,8.0,719.0,5.06,23.29,176.0,28.349999999999998,1,Yes,No,Yes,No,Aluminium,Airways,9,2018,2,Working Class,AE,5.5180149874579465
0.35,28.0,10.0,12131.0,53.92,91.42,280.0,145.34,1,Yes,Yes,Yes,No,Bronze,Airways,12,2018,3,Wealthy,AZ,7.144636041265439
0.94,17.0,8.0,7833.0,38.41,43.84,136.0,82.25,4,Yes,Yes,No,No,Brass,Airways,6,2017,4,Working Class,FL,7.521079727672094
0.09,19.0,10.0,2649.0,5.1,19.08,190.0,24.18,2,No,No,No,Yes,Clay,Roadways,9,2018,4,Working Class,MS,5.189729426131137
0.44,3.0,3.0,222.0,3.29,13.2,9.0,16.49,-1,Yes,No,No,No,Marble,Roadways,1,2018,0,Working Class,IA,5.268528037737284
0.79,21.86857142857143,10.0,418.0,5.95,22.3,218.68571428571428,28.25,-3,No,Yes,Yes,No,Wood,Airways,12,2016,0,Wealthy,CT,6.550222824629276
0.05,28.0,13.0,4199.0,5.79,17.42,364.0,23.21,-1,No,Yes,Yes,Yes,Clay,Roadways,8,2016,1,Working Class,VA,5.3525687813799525
0.05,32.0,9.683944374209862,753.0,6.31,12.16,309.8862199747156,18.47,-3,No,No,No,No,Wood,Waterways,11,2016,3,Working Class,AR,4.533996366533566
0.51,22.0,8.0,247.0,5.26,20.68,176.0,25.939999999999998,-2,No,No,Yes,No,Brass,Airways,7,2018,1,Working Class,AE,5.638390255889149
0.21,12.0,9.683944374209862,28982.0,58.11,53.5,116.20733249051834,111.61,-1,No,No,No,No,Marble,Roadways,1,2018,0,Working Class,AE,6.178960195175666
0.83,15.0,6.0,372.0,4.15,10.43,90.0,14.58,-1,No,No,No,No,Aluminium,Waterways,8,2018,4,Working Class,MN,5.557522801007268
0.29,31.0,10.0,584.0,4.67,14.99,310.0,19.66,-2,No,No,No,No,Wood,Roadways,12,2018,3,Working Class,CO,4.990228484318593
0.62,7.0,4.0,99.0,5.11,10.75,28.0,15.86,4,No,No,Yes,Yes,Clay,Roadways,3,2019,3,Working Class,KS,5.393991116616319
0.27,11.0,6.0,29701.0,55.5,57.9,66.0,113.4,2,No,Yes,Yes,No,Stone,Roadways,7,2018,4,Wealthy,AA,6.656417993297145
0.02,20.0,9.0,5386.0,5.82,57.61,180.0,63.43,0,Yes,Yes,No,No,Bronze,Airways,4,2015,2,Working Class,NH,5.753112175789068
0.86,14.0,9.683944374209862,546.0,6.12,17.33,135.57522123893807,23.45,0,No,Yes,No,Yes,Brass,Roadways,7,2016,6,Working Class,NC,6.408709993751677
0.4635559410234171,6.0,5.0,101.0,4.25,24.09,30.0,28.34,-1,No,Yes,No,No,Aluminium,Roadways,3,2019,6,Wealthy,NH,5.080161356744866
0.4635559410234171,38.0,19.0,1493.0,10.73,11.97,722.0,22.700000000000003,-1,Yes,No,No,No,Wood,Waterways,7,2015,0,Working Class,AL,6.559586908480082
0.65,18.0,6.0,1303.0,8.59,11.72,108.0,20.310000000000002,-4,No,Yes,Yes,Yes,Clay,Roadways,12,2015,0,Wealthy,IA,6.506620780234419
0.33,23.0,6.0,3307.0,6.52,14.06,138.0,20.58,0,Yes,No,Yes,No,Bronze,Waterways,12,2018,4,Working Class,DE,5.421817362533649
0.15,18.0,11.0,682.0,6.6,19.44,198.0,26.04,-1,Yes,No,No,No,Aluminium,Waterways,10,2018,2,Working Class,UT,5.022827334861618
0.41,11.0,8.0,815.0,5.52,21.32,88.0,26.84,-3,No,No,Yes,Yes,Clay,Waterways,7,2018,6,Working Class,AR,5.482012978895135
0.09,4.0,4.0,73.0,6.35,23.54,16.0,29.89,-2,No,No,Yes,Yes,Brass,Roadways,5,2016,3,Working Class,DC,5.021047564443566
0.32,28.0,16.0,836.0,6.91,17.16,448.0,24.07,-1,Yes,No,No,No,Wood,Waterways,6,2018,3,Wealthy,AZ,5.335998433515726
0.66,6.0,5.0,449.0,7.0,23.59,30.0,30.59,0,No,No,Yes,No,Brass,Airways,11,2018,4,Working Class,LA,6.070714633047582
0.19,18.0,14.0,3518.0,11.68,20.76,252.0,32.44,2,No,Yes,Yes,Yes,Clay,Airways,10,2017,0,Working Class,LA,5.686568493921513
0.88,18.0,9.0,266.0,3.0,21.98,162.0,24.98,-2,No,Yes,No,No,Wood,Airways,8,2016,0,Working Class,MO,6.325093459597267
0.03,21.0,9.0,725.0,3.36,10.64,189.0,14.0,-2,No,No,No,No,Aluminium,Roadways,4,2015,3,Working Class,OK,4.5331369830882595
