总里程,业务类型,需求类型1,需求类型2,线路编码,是否续签,始发网点,目的网点,交易成功时长,成交对象,车辆长度,车辆吨位,标的展示策略,打包类型,运输等级,调价类型,调价紧急程度,始发地省份名称,目的地省份名称,车辆类型分类,交易对象,地区类型,地区,需求紧急程度,计划靠车前可用分钟数,计划发车前可用分钟数,计划到达前行驶分钟数,计划卸货分钟数,交易运行分钟数,实际靠车前可用分钟数,实际发车前可用分钟数,实际结束前分钟数,调价审核分钟数,线路指导价（不含税）
54.9,重货,普通,计划,16,非续签,4,3,1311,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,26959.0,27099.0,85.0,28.0,6868.0,26868.55,27079.066667,97.066667,1.0,394
54.9,重货,普通,计划,3,非续签,4,1,4709,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,12586.0,12786.0,115.0,46.0,1183.0,12513.683333,12786.916667,60.916667,92.8,405
54.9,重货,普通,临时,17,非续签,4,3,105,B,7.6,7.0,BDC,单边,三级运输,调高,非常紧急,北京市,北京市,厢式运输车,BC,业务区,1,特急订单,209.0,244.0,85.0,28.0,105.0,115.233333,162.166667,40.0,0.1,394
2544.0,速运,普通,计划,61,已分拨续签,12,20,1562,B,15.0,30.0,DIR,周期流向,一级运输,未调整,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,24006.0,24066.0,2750.0,66.0,1318.333333,23738.516667,23932.55,286.45,0.033333,14055
45.0,速运,普通,计划,85,已分拨续签,18,17,3,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,33666.0,33696.0,55.0,17.0,2876.883333,33523.916667,33567.483333,3.433333,241.616667,284
45.0,速运,普通,计划,87,非续签,18,17,145,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26306.0,26346.0,63.0,17.0,3122.0,26194.883333,26331.05,2.733333,0.716667,284
241.0,速运,普通,计划,74,已分拨续签,14,16,4,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,13936.0,14006.0,213.0,41.0,2877.083333,13773.266667,14010.266667,2.95,0.033333,967
54.9,重货,普通,计划,16,非续签,4,3,2851,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,48638.0,48808.0,85.0,28.0,1207.0,48015.1,48289.65,594.7,0.133333,415
33.0,速运,普通,计划,24,已分拨续签,5,9,157,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,31033.0,31063.0,60.0,12.0,2723.183333,30767.7,31060.283333,1.866667,0.016667,127
45.0,速运,普通,计划,86,已分拨续签,18,17,4,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,16437.0,16467.0,60.0,41.0,2877.183333,16224.616667,16331.55,4.016667,0.016667,284
144.0,重货,普通,临时,91,非续签,19,10,26,C,9.6,14.0,BDC,单边,二级运输,未调整,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,紧急订单,495.0,885.0,146.0,85.0,494.0,109.75,254.233333,373.633333,1.3,1019
54.9,重货,普通,计划,15,非续签,4,3,1313,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,30950.0,31040.0,85.0,28.0,6597.0,30581.9,30904.566667,605.916667,0.9,394
241.0,速运,普通,计划,78,已分拨续签,14,16,184,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,34294.0,34364.0,220.0,41.0,2697.216667,34217.933333,34363.883333,7.3,0.05,999
45.0,速运,普通,计划,85,已分拨续签,18,17,161,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,15024.0,15054.0,55.0,17.0,2719.766667,14832.583333,15005.016667,2.033333,0.033333,257
54.9,重货,普通,计划,3,非续签,4,1,1318,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,9684.0,9824.0,115.0,46.0,6926.0,9508.933333,9790.4,31.383333,0.133333,394
55.22,重货,普通,计划,8,非续签,4,2,1313,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,25461.0,25661.0,95.0,54.0,6958.0,25329.583333,25550.783333,4816.133333,1.1,402
36.0,速运,普通,计划,42,已分拨续签,6,9,8,C,4.2,1.5,DIR,周期流向,三级运输,调低,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,24949.0,24979.0,60.0,12.0,2872.416667,24872.866667,24948.9,2.35,0.033333,179
241.0,重货,普通,计划,83,已分拨续签,15,16,47,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,30124.0,30364.0,225.0,41.0,2833.25,29860.016667,30363.516667,6.15,0.05,1165
2544.0,速运,普通,计划,69,非续签,12,20,8444,B,15.0,30.0,DIR,周期流向,一级运输,未调整,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,47911.0,47971.0,2790.0,66.0,8857.0,47821.966667,47968.416667,42.816667,0.4,15000
241.0,重货,普通,计划,81,已分拨续签,15,16,92,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,47708.0,48368.0,225.0,41.0,2787.9,47574.8,47755.466667,29.4,0.033333,1358
45.0,速运,普通,计划,86,已分拨续签,18,17,365,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,39779.0,39809.0,60.0,17.0,2515.533333,39623.316667,39809.033333,1.616667,0.016667,280
241.0,重货,普通,计划,81,已分拨续签,15,16,227,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,37915.0,38155.0,225.0,41.0,2652.933333,37891.633333,38159.216667,5.466667,0.033333,1165
2544.0,速运,普通,计划,55,已分拨续签,12,20,8451,B,15.0,30.0,DIR,周期流向,一级运输,未调整,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,32392.0,32432.0,2690.0,86.0,8849.0,32033.533333,32321.633333,58.683333,0.583333,15000
45.0,速运,普通,计划,86,已分拨续签,18,17,35,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,42323.0,42353.0,60.0,17.0,2845.233333,41981.983333,42241.95,4.7,0.016667,257
45.0,速运,普通,计划,85,已分拨续签,18,17,34,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,30699.0,30729.0,55.0,17.0,2846.633333,30607.866667,30663.883333,43.7,0.05,257
45.0,速运,普通,计划,85,非续签,18,17,7,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,24900.0,24930.0,55.0,41.0,3263.0,24648.2,24809.133333,3.133333,0.633333,282
241.0,重货,普通,临时,81,非续签,15,16,104,B,9.6,14.0,BDC,单边,二级运输,调高,非常紧急,河南省,河南省,厢式运输车,BC,分拨区,5,特急订单,129.0,309.0,225.0,41.0,25.0,114.233333,309.65,3.066667,0.066667,1029
45.0,速运,普通,计划,87,非续签,18,17,27,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,1655.0,1690.0,65.0,17.0,1628.0,1460.266667,1673.15,3.683333,0.366667,257
241.0,速运,普通,计划,78,已分拨续签,14,16,1184,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,18219.0,18289.0,240.0,41.0,1697.266667,18195.666667,18327.433333,3.783333,0.05,942
2544.0,速运,普通,计划,62,非续签,12,20,84,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,15742.0,15802.0,2750.0,66.0,4138.0,14456.766667,16038.083333,5.5,1.1,10639
54.9,重货,普通,计划,3,非续签,4,1,4709,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,34186.0,34386.0,115.0,46.0,1183.0,34090.1,34312.183333,81.45,92.8,405
45.0,速运,普通,计划,89,已分拨续签,18,17,150,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,46459.0,46489.0,60.0,17.0,2730.816667,46327.233333,46476.783333,0.55,0.05,257
54.91,重货,普通,计划,7,非续签,4,2,1598,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,33813.0,33873.0,49.0,54.0,1050.0,33510.416667,33857.0,2977.666667,3.266667,403
45.0,速运,普通,计划,85,已分拨续签,18,17,159,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,35180.0,35210.0,55.0,17.0,2721.9,34978.35,35140.766667,18.283333,0.033333,257
144.0,重货,普通,计划,91,已分拨续签,19,10,321,C,9.6,14.0,DIR,单边,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,16330.0,16390.0,146.0,85.0,2559.566667,15898.8,16361.733333,530.283333,0.066667,835
45.0,速运,普通,计划,90,已分拨续签,18,17,33,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,24799.0,24829.0,60.0,17.0,2847.316667,24707.016667,24797.316667,9.0,0.116667,257
45.0,速运,普通,计划,89,非续签,18,17,22,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,20623.0,20653.0,60.0,41.0,2081.0,20511.95,20615.616667,0.75,0.516667,282
241.0,重货,区域发运,计划,81,已分拨续签,15,16,317,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,40566.0,41226.0,225.0,46.0,2563.65,40510.183333,40616.433333,21.6,0.1,1292
241.0,重货,区域发运,计划,81,已分拨续签,15,16,1285,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,14556.0,14796.0,225.0,46.0,1596.133333,14387.633333,14789.233333,3.083333,0.05,1094
144.0,重货,普通,计划,91,非续签,19,10,1462,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,25122.0,25192.0,146.0,41.0,364.0,25190.8,25199.516667,69.616667,3405.666667,619
45.0,速运,普通,计划,85,非续签,18,17,14,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,32055.0,32085.0,55.0,41.0,1772.0,32040.383333,32078.05,1.183333,0.45,282
45.0,速运,普通,计划,85,已分拨续签,18,17,2691,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,37870.0,37900.0,55.0,17.0,189.15,37698.483333,37768.966667,3.416667,0.033333,284
144.0,重货,普通,计划,91,已分拨续签,19,10,1485,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,特急订单,16311.0,16371.0,146.0,85.0,1471.616667,15427.733333,15617.816667,818.45,0.05,697
45.0,速运,普通,计划,86,已分拨续签,18,17,11443,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,20980.0,21010.0,60.0,41.0,2117.0,20885.8,20971.95,2.466667,0.75,284
54.9,重货,普通,计划,3,非续签,4,1,2834,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,31417.0,31557.0,115.0,46.0,1236.0,31415.95,31536.433333,17.166667,0.116667,415
144.0,重货,普通,计划,91,已分拨续签,19,10,2222,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,48404.0,48434.0,146.0,85.0,658.083333,48035.183333,48429.983333,66.383333,0.05,835
144.0,重货,普通,计划,93,已分拨续签,19,10,124,C,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,19356.0,19596.0,150.0,85.0,6322.0,19153.4,19302.1,151.533333,2.933333,876
241.0,重货,普通,计划,81,已分拨续签,15,16,9994,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,30155.0,30815.0,225.0,41.0,204.683333,30040.383333,30353.2,7.683333,0.183333,1377
45.0,速运,普通,计划,85,已分拨续签,18,17,1432,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19251.0,19281.0,55.0,17.0,1447.85,19063.766667,19137.766667,3.533333,0.033333,257
241.0,速运,普通,计划,73,已分拨续签,14,16,40,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,12183.0,12303.0,215.0,41.0,2840.85,12148.916667,12282.7,1.983333,0.083333,956
45.0,速运,普通,计划,86,非续签,18,17,23,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,32467.0,32497.0,60.0,41.0,2085.0,32241.383333,32357.416667,4.216667,0.583333,282
45.0,速运,普通,计划,86,已分拨续签,18,17,11443,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,20979.0,21009.0,60.0,41.0,2118.0,20914.583333,20949.933333,1.116667,0.6,284
241.0,重货,普通,计划,81,已分拨续签,15,16,9994,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,41675.0,42335.0,225.0,41.0,204.683333,41643.266667,42024.133333,9.416667,0.183333,1377
45.0,速运,普通,计划,85,已分拨续签,18,17,957,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,36807.0,36837.0,55.0,17.0,1923.35,36605.85,36787.15,2.683333,0.033333,280
144.0,重货,普通,临时,91,非续签,19,10,19,B,9.6,14.0,BDC,单边,二级运输,未调整,常规,广东省,广东省,厢式运输车,BC,分拨区,3,常规订单,781.0,851.0,146.0,85.0,762.0,764.133333,852.55,43.8,0.433333,1022
2544.0,速运,普通,计划,61,已分拨续签,12,20,54,B,15.0,30.0,DIR,周期流向,一级运输,未调整,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,44860.0,44920.0,2750.0,66.0,2827.066667,44595.666667,44847.216667,41.666667,0.016667,14055
144.0,重货,普通,计划,93,已分拨续签,19,10,8259,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,特急订单,5598.0,5718.0,150.0,85.0,1260.0,5511.133333,5518.966667,196.616667,0.3,939
241.0,重货,区域发运,计划,81,已分拨续签,15,16,10,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,14465.0,15125.0,225.0,46.0,2871.0,14150.55,14226.2,8.316667,0.033333,1301
45.0,速运,普通,计划,88,已分拨续签,18,17,343,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,16371.0,16401.0,60.0,17.0,2536.783333,16251.3,16420.383333,3.716667,0.016667,280
45.0,速运,普通,计划,87,已分拨续签,18,17,1543,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,38934.0,38974.0,63.0,17.0,1337.383333,38847.583333,38974.516667,3.0,0.05,284
45.0,速运,普通,计划,90,已分拨续签,18,17,26,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26450.0,26480.0,60.0,41.0,2854.666667,26413.366667,26452.5,5.5,0.016667,282
144.0,重货,普通,计划,91,已分拨续签,19,10,965,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,27813.0,27883.0,146.0,85.0,1914.9,27230.566667,27288.533333,476.766667,0.033333,835
241.0,重货,区域发运,临时,81,非续签,15,16,23,C,9.6,14.0,BDC,单边,二级运输,调高,非常紧急,河南省,河南省,厢式运输车,BC,分拨区,5,特急订单,120.0,300.0,225.0,41.0,97.0,130.5,298.533333,5.983333,0.066667,1029
54.91,重货,普通,计划,7,非续签,4,2,1318,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,23782.0,23842.0,90.0,54.0,6624.0,23615.583333,23845.966667,4327.183333,1.033333,394
37.0,重货,普通,计划,44,非续签,6,10,6188,C,4.2,1.5,BDC,人工,三级运输,调高,常规,广东省,广东省,厢式运输车,BC,业务区,2,常规订单,37855.0,37885.0,50.0,55.0,11627.0,37842.066667,37860.65,50.616667,0.266667,205
144.0,重货,普通,计划,91,已分拨续签,19,10,346,C,9.6,14.0,DIR,单边,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,16350.0,16410.0,146.0,85.0,2534.616667,15918.266667,16206.15,1096.8,0.1,835
45.0,速运,普通,计划,89,已分拨续签,18,17,6,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,44951.0,44981.0,60.0,17.0,2875.2,44721.95,44973.55,5.183333,94.25,284
2544.0,速运,普通,计划,69,已分拨续签,12,20,109,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,26277.0,26337.0,2790.0,66.0,2771.516667,26071.5,26297.783333,107.033333,0.016667,10609
144.0,重货,普通,计划,91,非续签,19,10,153,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,43805.0,43865.0,146.0,41.0,362.0,43777.966667,43867.583333,268.1,0.966667,788
241.0,重货,区域发运,计划,81,已分拨续签,15,16,10,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,25985.0,26645.0,225.0,46.0,2871.0,25780.816667,26074.283333,526.316667,0.033333,1301
45.0,速运,普通,计划,85,已分拨续签,18,17,1157,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,45091.0,45121.0,55.0,17.0,1722.566667,44977.15,45119.95,1.166667,0.116667,257
144.0,重货,普通,计划,91,非续签,19,10,1054,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,30716.0,30776.0,146.0,41.0,772.0,30307.133333,30552.6,163.1,1.066667,609
241.0,速运,普通,临时,72,非续签,14,16,104,C,9.6,14.0,BDC,单边,二级运输,调高,紧急,河南省,河南省,厢式运输车,BC,分拨区,5,特急订单,228.0,498.0,220.0,41.0,124.0,193.5,438.633333,6.666667,0.1,1189
241.0,重货,普通,计划,81,已分拨续签,15,16,163,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,37767.0,38127.0,225.0,41.0,2717.883333,37757.716667,37897.983333,120.466667,0.033333,1279
241.0,重货,普通,计划,83,已分拨续签,15,16,1403,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,25465.0,25705.0,225.0,41.0,1476.7,25205.366667,25604.766667,2.466667,0.083333,1165
241.0,速运,普通,计划,77,已分拨续签,14,16,55,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,4131.0,4191.0,220.0,41.0,2825.416667,4076.9,4194.2,2.933333,0.3,1172
2544.0,速运,普通,计划,69,已分拨续签,12,20,108,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,23397.0,23457.0,2790.0,66.0,2772.366667,23242.416667,23453.333333,12.966667,0.033333,10609
144.0,重货,普通,临时,91,非续签,19,10,64,C,9.6,14.0,BDC,单边,二级运输,未调整,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,特急订单,300.0,1110.0,146.0,85.0,295.0,270.166667,506.616667,634.066667,59.366667,1168
241.0,重货,普通,计划,81,已分拨续签,15,16,1151,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,43505.0,43745.0,225.0,41.0,1729.333333,43460.566667,43744.55,2.533333,0.05,1165
54.9,重货,普通,计划,15,非续签,4,3,5731,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,48422.0,48482.0,85.0,28.0,1202.0,47988.85,48474.933333,75.316667,163.483333,394
46.81,重货,普通,计划,1,非续签,4,1,1145,B,7.6,7.0,BDC,周期流向,三级运输,未调整,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,31728.0,32268.0,85.0,20.0,1424.0,31693.916667,32220.566667,404.466667,8816.583333,541
241.0,重货,普通,计划,81,已分拨续签,15,16,1412,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,52186.0,52546.0,225.0,41.0,1468.65,52147.566667,52336.183333,11.95,0.133333,1279
2603.0,速运,普通,计划,58,非续签,12,20,1308,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,31024.0,31084.0,2881.0,66.0,915.0,30614.716667,30916.366667,9.683333,1.8,10989
144.0,重货,普通,计划,91,已分拨续签,19,10,1948,B,9.6,14.0,DIR,单边,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26434.0,26494.0,146.0,85.0,932.35,26032.816667,26409.383333,335.916667,0.05,835
45.0,速运,普通,计划,86,已分拨续签,18,17,732,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,30838.0,30868.0,60.0,41.0,2148.333333,30637.35,30709.683333,2.666667,2905.95,284
241.0,速运,普通,计划,78,已分拨续签,14,16,1402,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,12672.0,12742.0,220.0,41.0,1478.883333,12636.3,12744.1,2.35,0.05,999
33.0,速运,普通,计划,27,已分拨续签,5,9,55,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,59557.0,59592.0,55.0,12.0,2826.016667,59445.483333,59587.083333,4.183333,0.1,111
54.9,重货,普通,计划,17,非续签,4,3,5646,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,24568.0,24808.0,85.0,28.0,1287.0,24506.1,24632.0,946.033333,0.166667,440
33.0,速运,普通,计划,24,已分拨续签,5,9,157,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,33913.0,33943.0,60.0,12.0,2723.183333,33608.583333,33935.516667,5.483333,0.016667,127
54.9,重货,普通,计划,2,非续签,4,1,1317,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,36746.0,36806.0,90.0,46.0,6569.0,36552.4,36795.383333,57.983333,0.95,394
241.0,重货,普通,计划,81,已分拨续签,15,16,163,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,14727.0,15087.0,225.0,41.0,2717.883333,14714.283333,14975.8,4.633333,0.033333,1279
